Time,GPS_Long,GPS_Lat,GPS_Alt,SDn,SDe,SDu,GPS_Status
rospy.Time[1638475998264782743],-65.07702903166667,44.956907136666665,11.346000000000004,0.000256,0.000256,0.004096,2.0
rospy.Time[1638475998475964527],-65.07704804833334,44.956937726666666,11.369,0.000256,0.000256,0.004096,2.0
rospy.Time[1638475998657441280],-65.07706722166667,44.95696831666667,11.387999999999998,0.000256,0.000256,0.004096,2.0
rospy.Time[1638475998855957210],-65.07708636666666,44.95699907833333,11.413000000000004,0.000256,0.000256,0.004096,2.0
rospy.Time[1638475999064147557],-65.07710521333334,44.95703003333333,11.442999999999998,0.000256,0.000256,0.004096,2.0
rospy.Time[1638475999264399203],-65.07712429833333,44.957061116666665,11.469,0.000256,0.000256,0.004096,2.0
rospy.Time[1638475999468104978],-65.077143115,44.95709239666667,11.490000000000002,0.000256,0.000256,0.004096,2.0
rospy.Time[1638475999655130665],-65.077161865,44.95712368666667,11.502000000000002,0.000256,0.000256,0.004096,2.0
rospy.Time[1638475999855231207],-65.07718100333334,44.95715504,11.511000000000005,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476000062504944],-65.07720023166667,44.95718656833333,11.542000000000002,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476000260663401],-65.077219465,44.95721811666667,11.576,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476000458833249],-65.07723890166666,44.957249885,11.628999999999998,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476000659108471],-65.07725838333333,44.957281683333335,11.653,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476000857853841],-65.07727793333333,44.95731357333333,11.697000000000005,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476001069737332],-65.07729753166667,44.95734556833333,11.733000000000004,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476001260256825],-65.07731738,44.957377621666666,11.770000000000003,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476001463178051],-65.07733727833333,44.95740973833333,11.808999999999996,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476001675772773],-65.07735727333333,44.95744197166667,11.85,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476001853828072],-65.07737747666667,44.957474258333335,11.906,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476002058706775],-65.07739766333333,44.95750663333333,11.954,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476002255713307],-65.07741777833333,44.95753918333333,11.989000000000004,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476002453809516],-65.077437875,44.95757193833333,12.005000000000004,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476002663149560],-65.07745792166666,44.95760474666667,12.021,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476002859139051],-65.07747820833333,44.95763768166667,12.043,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476003064793802],-65.07749839666667,44.95767074166667,12.049,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476003255234669],-65.07751870333334,44.95770384333333,12.064999999999998,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476003454657112],-65.077539025,44.95773716166666,12.077999999999996,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476003663995515],-65.07755931,44.95777057666667,12.073999999999998,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476003854662762],-65.07757965833333,44.95780406333333,12.073999999999998,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476004062769964],-65.07759999833333,44.95783776666666,12.088,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476004256698009],-65.07762042,44.95787150333334,12.095999999999997,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476004460330744],-65.07764096,44.95790534333333,12.11,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476004657559801],-65.07766165833333,44.95793930666667,12.135999999999996,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476004854718052],-65.07768248166667,44.95797336333333,12.143999999999998,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476005066582913],-65.07770338666667,44.95800751666667,12.144999999999996,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476005263302730],-65.07772439666667,44.95804175666667,12.162,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476005465902244],-65.07774542833333,44.958076088333335,12.171,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476005659582652],-65.07776662,44.95811057666667,12.174,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476005856110755],-65.077787775,44.958145155,12.165999999999997,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476006074641093],-65.07780909,44.958179916666666,12.168,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476006261613600],-65.07783036833334,44.95821479833333,12.162999999999997,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476006463223581],-65.07785165333334,44.95824976666667,12.159999999999997,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476006659908367],-65.07787296333333,44.95828493333333,12.144999999999996,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476006866346123],-65.07789455166666,44.95832016666667,12.135999999999996,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476007071949834],-65.07791618666667,44.958355401666665,12.135999999999996,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476007259358907],-65.07793794333334,44.95839081166667,12.125999999999998,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476007468028969],-65.07795975833334,44.958426335,12.126999999999995,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476007660497710],-65.07798151166666,44.95846194833333,12.125,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476007860140193],-65.07800336666666,44.95849769666667,12.107999999999995,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476008059718867],-65.07802525166667,44.95853351666667,12.116999999999996,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476008253957543],-65.07804726166667,44.95856947333333,12.125999999999998,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476008463059716],-65.07806913666667,44.958605463333335,12.131,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476008661476727],-65.07809111333333,44.95864166166667,12.146999999999998,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476008857472776],-65.07811308166667,44.95867786666667,12.157999999999998,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476009071709251],-65.07813505166666,44.958714255,12.172,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476009254350449],-65.078157185,44.95875060666667,12.19,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476009454779754],-65.078179455,44.95878700666667,12.205000000000002,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476009667228514],-65.07820182166667,44.95882354333333,12.211000000000002,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476009852424829],-65.07822422833334,44.95886010666667,12.221999999999998,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476010063367851],-65.07824674333334,44.958896818333336,12.236,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476010254984709],-65.07826941333333,44.95893357833334,12.258,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476010455637982],-65.07829198833333,44.958970375,12.278000000000002,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476010657433095],-65.07831472333334,44.95900727166666,12.282999999999998,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476010853531262],-65.07833746,44.959044436666666,12.287000000000004,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476011046057315],-65.07836083035555,44.95908261693333,12.36990666666667,19.360000000000003,19.360000000000003,309.76000000000005,0.0
rospy.Time[1638476011243238008],-65.07838420071111,44.9591207972,12.452813333333337,51.84,51.84,829.44,0.0
rospy.Time[1638476011442294965],-65.07840757106666,44.959158977466664,12.535720000000005,12.96,12.96,207.36,0.0
rospy.Time[1638476011644592524],-65.07843094142223,44.959197157733335,12.618626666666671,16.0,16.0,256.0,0.0
rospy.Time[1638476011848445244],-65.07845431177778,44.959235338,12.701533333333337,12.96,12.96,207.36,0.0
rospy.Time[1638476012046192230],-65.07847768213334,44.95927351826666,12.784440000000004,12.96,12.96,207.36,0.0
rospy.Time[1638476012251146147],-65.07850105248889,44.959311698533334,12.86734666666667,12.96,12.96,207.36,0.0
rospy.Time[1638476012465742452],-65.07852442284444,44.9593498788,12.950253333333338,10.240000000000002,10.240000000000002,163.84000000000003,0.0
rospy.Time[1638476012666788249],-65.0785477932,44.95938805906666,13.033160000000004,10.240000000000002,10.240000000000002,163.84000000000003,0.0
rospy.Time[1638476012852728985],-65.07857116355555,44.95942623933333,13.11606666666667,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476013061542253],-65.07859453391112,44.959464419599996,13.198973333333337,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476013268364113],-65.07861790426666,44.95950259986667,13.281880000000003,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476013468121880],-65.07864127462223,44.95954078013333,13.36478666666667,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476013656911712],-65.07866464497778,44.959578960399995,13.447693333333337,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476013853563947],-65.07868801533333,44.959617140666666,13.530600000000003,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476014059743959],-65.07871138568889,44.95965532093333,13.61350666666667,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476014255478744],-65.07873475604444,44.9596935012,13.696413333333336,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476014459373534],-65.0787581264,44.959731681466664,13.779320000000004,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476014654051904],-65.07878149675555,44.95976986173333,13.86222666666667,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476014854372641],-65.07880486711112,44.959808042,13.945133333333336,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476015068352141],-65.07882823746667,44.95984622226666,14.028040000000003,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476015255440554],-65.07885160782222,44.95988440253333,14.11094666666667,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476015464705281],-65.07887497817778,44.9599225828,14.193853333333337,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476015664364142],-65.07889834853333,44.95996076306666,14.276760000000003,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476015869492567],-65.07892171888889,44.95999894333333,14.35966666666667,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476016058703997],-65.07894508924444,44.960037123599996,14.442573333333335,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476016257885788],-65.0789684596,44.96007530386666,14.525480000000002,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476016463003724],-65.07899182995556,44.96011348413333,14.60838666666667,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476016652692246],-65.0790152003111,44.960151664399994,14.691293333333336,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476016854188257],-65.07903857066667,44.960189844666665,14.774200000000002,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476017066814801],-65.07906194102222,44.96022802493333,14.857106666666668,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476017255981728],-65.07908531137778,44.96026620519999,14.940013333333336,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476017454918184],-65.07910868173333,44.960304385466664,15.022920000000003,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476017655135991],-65.0791320520889,44.96034256573333,15.105826666666669,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476017861261796],-65.07915542244444,44.960380746,15.188733333333335,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476018057804213],-65.0791787928,44.96041892626666,15.271640000000001,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476018255576820],-65.07920216315556,44.960457106533326,15.354546666666668,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476018456339576],-65.0792255335111,44.9604952868,15.437453333333336,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476018663435313],-65.07924890386667,44.96053346706666,15.520360000000002,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476018856801894],-65.07927227422222,44.960571647333325,15.603266666666668,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476019066553845],-65.07929564457777,44.960609827599995,15.686173333333334,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476019258873062],-65.07931901493333,44.96064800786666,15.769080000000002,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476019454967975],-65.07934238528888,44.96068618813333,15.851986666666669,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476019667858831],-65.07936575564445,44.960724368399994,15.934893333333335,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476019853643936],-65.079389126,44.96076254866666,16.0178,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476020057094441],-65.07941249635556,44.96080072893333,16.100706666666667,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476020260615637],-65.07943586671111,44.96083890919999,16.183613333333334,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476020462093241],-65.07945923706666,44.96087708946666,16.26652,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476020668317886],-65.07948260742222,44.96091526973333,16.349426666666666,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476020862758850],-65.07950597777777,44.96095344999999,16.432333333333332,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476021066449533],-65.07952934813333,44.96099163026666,16.515240000000002,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476021254980757],-65.07955271848888,44.961029810533326,16.59814666666667,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476021462262874],-65.07957608884445,44.96106799079999,16.681053333333335,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476021655824445],-65.0795994592,44.96110617106666,16.76396,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476021856754073],-65.07962282955555,44.961144351333324,16.846866666666667,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476022055879788],-65.07964619991111,44.961182531599995,16.929773333333333,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476022253604716],-65.07966957026666,44.96122071186666,17.01268,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476022472949764],-65.07969294062222,44.96125889213332,17.09558666666667,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476022657524379],-65.07971631097777,44.961297072399994,17.178493333333336,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476022864369415],-65.07973968133334,44.96133525266666,17.261400000000002,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476023063854387],-65.07976305168889,44.96137343293333,17.344306666666668,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476023259801222],-65.07978642204444,44.96141161319999,17.427213333333334,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476023459873478],-65.0798097924,44.961449793466656,17.51012,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476023664171765],-65.07983316275555,44.96148797373333,17.593026666666667,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476023860429943],-65.07985653311111,44.96152615399999,17.675933333333333,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476024058792060],-65.07987990346666,44.96156433426666,17.75884,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476024256108175],-65.07990327382223,44.961602514533325,17.841746666666666,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476024456269206],-65.07992664417777,44.96164069479999,17.92465333333333,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476024657298618],-65.07995001453332,44.96167887506666,18.007559999999998,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476024857740660],-65.07997338488889,44.961717055333324,18.090466666666664,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476025064902500],-65.07999675524444,44.96175523559999,18.173373333333334,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476025258081619],-65.0800201256,44.96179341586666,18.25628,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476025456353533],-65.08004349595555,44.96183159613332,18.339186666666667,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476025664533774],-65.08006686631111,44.96186977639999,18.422093333333333,10.240000000000002,10.240000000000002,163.84000000000003,2.0
rospy.Time[1638476025855977731],-65.08009023666666,44.96190795666666,18.505,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476026056555321],-65.08011368833333,44.96194716833333,18.589,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476026253230050],-65.080137325,44.961986421666666,18.672,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476026456525042],-65.080160935,44.962025698333335,18.769,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476026661964757],-65.08018459333333,44.96206496,18.87,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476026856340766],-65.08020857166666,44.962104185,18.983,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476027067354612],-65.08023273166667,44.96214338333333,19.088,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476027256619257],-65.08025686833334,44.96218271166666,19.194,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476027454632786],-65.08028104666667,44.962221975,19.311000000000003,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476027668697855],-65.08030535166667,44.962261265,19.433000000000003,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476027866110781],-65.080329625,44.96230061333333,19.557,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476028069294638],-65.08035391666667,44.96233996666667,19.691,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476028266160759],-65.08037829666667,44.962379348333336,19.815,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476028460769136],-65.08040283333334,44.962418678333336,19.934,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476028657115809],-65.08042752833333,44.96245806666667,20.06,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476028862824988],-65.08045211166667,44.96249746666667,20.175,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476029070820161],-65.080476755,44.96253692166667,20.295,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476029260590508],-65.08050147,44.96257628833333,20.421000000000003,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476029461520148],-65.08052622166667,44.96261577666667,20.535,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476029657942434],-65.08055097333333,44.962655303333335,20.655,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476029861662067],-65.08057564333333,44.962694801666665,20.779,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476030069657085],-65.08060012833333,44.96273447166666,20.902,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476030259344063],-65.08062446333334,44.96277423833333,21.032,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476030452026707],-65.08064876,44.96281395333333,21.16,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476030652994151],-65.08067293166667,44.96285378833333,21.303,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476030857260333],-65.08069693166667,44.962893711666666,21.430000000000003,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476031061211886],-65.08072091,44.96293370666667,21.555,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476031253506874],-65.08074476166666,44.96297371333333,21.682,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476031466324349],-65.080768435,44.96301383,21.799,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476031652037847],-65.080792225,44.963053988333336,21.92,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476031858682138],-65.08081608333333,44.963094133333335,22.024,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476032072592615],-65.080840115,44.96313425833333,22.131,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476032253424787],-65.08086426666667,44.96317441333333,22.243,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476032453586435],-65.08088853666666,44.96321455333333,22.351,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476032652770112],-65.08091286833333,44.963254721666665,22.457,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476032852697555],-65.080937415,44.96329484166667,22.575000000000003,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476033062901663],-65.08096207333334,44.96333501666667,22.693,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476033260526029],-65.08098677666666,44.96337522333334,22.809000000000005,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476033456274085],-65.0810114,44.96341542833333,22.925000000000004,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476033662785453],-65.08103598166667,44.96345575666667,23.039,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476033858778488],-65.08106058833333,44.96349603,23.148000000000003,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476034062814548],-65.08108535333334,44.96353637333333,23.259,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476034256703384],-65.08111001666667,44.963576763333336,23.374,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476034454292106],-65.08113475333333,44.963617158333335,23.489000000000004,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476034664131648],-65.08115956666667,44.96365758666666,23.607,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476034858354575],-65.08118436833334,44.96369799333333,23.719,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476035064433393],-65.08120897833334,44.96373856666666,23.842,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476035258959754],-65.08123354833333,44.963779091666666,23.973,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476035456241860],-65.08125816833333,44.963819711666666,24.1,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476035663431677],-65.08128301833334,44.96386011333333,24.243,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476035853721130],-65.08130809833334,44.963900673333335,24.382,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476036055562728],-65.08133312833333,44.96394119833333,24.515,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476036259551580],-65.08135813666667,44.963981661666665,24.665,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476036451584387],-65.08138317333334,44.96402226333333,24.811,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476036657144942],-65.08140838333334,44.96406271666667,24.962,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476036859195845],-65.08143398666667,44.964103058333336,25.127,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476037062059297],-65.08145984,44.964143425,25.279,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476037251727097],-65.081485625,44.96418370833333,25.422,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476037458955992],-65.08151145666666,44.96422403166667,25.576,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476037656404164],-65.08153736333334,44.96426426166666,25.742,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476037865028531],-65.08156331166667,44.964304508333335,25.917,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476038056282445],-65.08158932666667,44.96434484666667,26.091,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476038259896557],-65.08161543333334,44.96438501166666,26.276,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476038454937022],-65.08164143333333,44.964425285,26.462,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476038655764338],-65.081667425,44.96446554833334,26.657,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476038859870487],-65.08169338833333,44.96450585666667,26.874,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476039069837745],-65.08171916166667,44.96454604666667,27.084,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476039256971853],-65.08174502666667,44.96458635166667,27.307,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476039461591269],-65.08177092833333,44.96462662166667,27.536,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476039654666681],-65.081796715,44.964666881666666,27.756,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476039864616828],-65.08182252833333,44.964707096666665,27.979,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476040060445914],-65.08184844,44.96474718833333,28.226,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476040261309139],-65.08187438833333,44.96478729666666,28.471,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476040453501959],-65.08190025,44.96482737666667,28.713,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476040652616772],-65.081925935,44.96486745833333,28.966,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476040857772373],-65.08195169666666,44.964907536666665,29.233,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476041067699635],-65.081977155,44.964947556666665,29.479,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476041255328931],-65.082002315,44.964987745,29.731,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476041460354114],-65.08202734166667,44.96502776166667,29.992,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476041651786612],-65.08205242,44.96506786166667,30.23,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476041850098022],-65.08207747333333,44.96510791166666,30.473000000000003,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476042062354412],-65.08210249,44.96514785833333,30.717,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476042258966082],-65.08212749,44.96518787833333,30.95,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476042456432957],-65.08215235333333,44.965227823333336,31.173,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476042666288278],-65.082177175,44.96526776,31.398,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476042851551853],-65.08220227166667,44.96530764333333,31.603,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476043067922087],-65.08222740166667,44.96534742166666,31.811000000000003,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476043256657293],-65.08225252333334,44.965387185,32.032,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476043451418156],-65.08227788166667,44.965426871666665,32.265,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476043664369165],-65.08230336333334,44.96546649666666,32.491,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476043851969391],-65.082328725,44.96550611333333,32.703,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476044055198230],-65.08235407833334,44.96554579833333,32.917,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476044252436115],-65.08237948,44.96558544166667,33.117000000000004,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476044458980144],-65.08240495166666,44.96562506333333,33.281000000000006,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476044655163517],-65.08243032333333,44.96566478333333,33.43600000000001,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476044854497064],-65.08245562833334,44.96570462166667,33.56999999999999,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476045066307768],-65.08248068166667,44.96574442333333,33.675,0.000256,0.000256,0.004096,2.0
rospy.Time[1638476045265230948],-65.08250585833333,44.96578432333333,33.771,0.000256,0.000256,0.004096,2.0
