Time,GPS_Long,GPS_Lat,GPS_Alt,SDn,SDe,SDu,GPS_Status,IMU_AngVelX,IMU_AngVelY,IMU_AngVelZ,IMU_LinearAccX,IMU_LinearAccY,IMU_LinearAccZ
rospy.Time[1638475950984233497], None, None, None, None, None, None, None,-0.025433188,0.012516857,-0.010120012,-6.11479104,-0.306457813,7.307103467
rospy.Time[1638475950987522567], None, None, None, None, None, None, None,-0.008255799,-0.019307918,0.006125271,-6.612784985,-0.565031592,6.82108053
rospy.Time[1638475951022926010], None, None, None, None, None, None, None,0.001864213,-0.044607948,0.016911073,-6.416460449,-0.217872351,7.089231116
rospy.Time[1638475951028931018], None, None, None, None, None, None, None,0.003861584,-0.039281626,0.012250541,-5.473144995,0.610521423,7.467514978
rospy.Time[1638475951028946201], None, None, None, None, None, None, None,-0.021837921,-0.008122641,-0.005725796,-5.224148022,0.840364783,7.627926489
rospy.Time[1638475951028971673], None, None, None, None, None, None, None,-0.038615836,0.005326322,-0.013315805,-6.076483813,0.117315881,7.208941199
rospy.Time[1638475951037113535], None, None, None, None, None, None, None,-0.023435818,-0.01850897,-0.004660532,-6.782773303,-0.69192428,6.830657336
rospy.Time[1638475951073783199],-65.07666009,44.95505431,8.6,0.000256,0.000256,0.004096,2, None, None, None, None, None, None
rospy.Time[1638475951080809748], None, None, None, None, None, None, None,0.005592638,-0.036485307,0.014114754,-6.227318518,-0.588973608,7.086836914
rospy.Time[1638475951092744996], None, None, None, None, None, None, None,0.00892159,-0.038882152,0.018908444,-5.470750793,0.318428821,7.515399011
rospy.Time[1638475951092758918], None, None, None, None, None, None, None,-0.013981596,-0.007323693,0.001331581,-5.307945081,0.998382092,7.637503296
rospy.Time[1638475951092765123], None, None, None, None, None, None, None,-0.036218991,0.016511599,-0.01371528,-6.045359192,0.471657727,7.151480359
rospy.Time[1638475951140354675], None, None, None, None, None, None, None,-0.035020568,-0.017044231,-0.014247912,-6.727706665,-0.627280835,6.87854137
rospy.Time[1638475951140397651], None, None, None, None, None, None, None,-0.003861584,-0.037017939,0.009187906,-6.246472131,-0.847547388,7.180210779
rospy.Time[1638475951140406059], None, None, None, None, None, None, None,0.011052119,-0.031957933,0.022636869,-5.585672473,0.11492168,7.45554397
rospy.Time[1638475951144741925], None, None, None, None, None, None, None,-0.003462109,-0.009187906,0.006258429,-5.470750793,0.912190833,7.577648254
rospy.Time[1638475951144833620], None, None, None, None, None, None, None,-0.034621094,0.009853696,-0.012117383,-5.916072302,0.615309827,7.264007837
rospy.Time[1638475951186730370], None, None, None, None, None, None, None,-0.037950046,-0.003195793,-0.01371528,-6.471527087,-0.550666382,6.902483386
rospy.Time[1638475951186754528], None, None, None, None, None, None, None,-0.004926848,-0.035420042,0.005060006,-6.291961963,-0.914585034,7.105990527
rospy.Time[1638475951186780321], None, None, None, None, None, None, None,0.007057377,-0.0396811,0.015845808,-5.743689783,0,7.331045483
rospy.Time[1638475951193333373], None, None, None, None, None, None, None,-0.005193164,-0.019441076,0.009321064,-5.556942053,0.811634363,7.493851196
rospy.Time[1638475951193348260], None, None, None, None, None, None, None,-0.028229508,0.005193164,-0.007456851,-5.758054993,0.689530078,7.280767249
rospy.Time[1638475951193507568], None, None, None, None, None, None, None,-0.035553201,-0.0041279,-0.012117383,-6.361393811,-0.253785376,7.050923889
rospy.Time[1638475951229490494], None, None, None, None, None, None, None,-0.010386328,-0.02050634,0.009187906,-6.481103894,-0.785298145,6.988674646
rospy.Time[1638475951229507233], None, None, None, None, None, None, None,0.00892159,-0.034621094,0.017843179,-5.808333228,-0.136469495,7.299920862
rospy.Time[1638475951230903205], None, None, None, None, None, None, None,-0.007057377,-0.023835292,0.009454222,-5.453991382,0.64882865,7.544129431
rospy.Time[1638475951231653084], None, None, None, None, None, None, None,-0.019041602,-0.002263687,-0.003195793,-5.789179614,0.667982263,7.28316145
rospy.Time[1638475951241649627], None, None, None, None, None, None, None,-0.02876214,-0.00545948,-0.008388957,-6.399701038,-0.069431848,6.983886243
rospy.Time[1638475951259783579],-65.07666009,44.95505434,8.603,0.000256,0.000256,0.004096,2, None, None, None, None, None, None
rospy.Time[1638475951290274973], None, None, None, None, None, None, None,-0.016112125,-0.02330266,0.007057377,-6.430825659,-0.529118567,7.125144141
rospy.Time[1638475951290373289], None, None, None, None, None, None, None,-0.005858954,-0.04514058,0.014247912,-5.786785413,-0.205901343,7.24006582
rospy.Time[1638475951294435933], None, None, None, None, None, None, None,-0.003994742,-0.01091896,0.007723167,-5.377376929,0.497993945,7.630320691
rospy.Time[1638475951294453969], None, None, None, None, None, None, None,-0.02050634,0.00479369,-0.006391587,-5.901707092,0.574608398,7.261613635
rospy.Time[1638475951344740455], None, None, None, None, None, None, None,-0.026498453,-0.015446334,-0.008522115,-6.449979272,-0.047884033,6.945579016
rospy.Time[1638475951344788995], None, None, None, None, None, None, None,-0.021704763,-0.032224249,-0.000932106,-6.222530115,-0.553060583,7.146691956
rospy.Time[1638475951344811089], None, None, None, None, None, None, None,-0.005592638,-0.036352149,0.005725796,-5.841852051,-0.234631763,7.295132458
rospy.Time[1638475951344819275], None, None, None, None, None, None, None,-0.002263687,-0.010519486,0.010519486,-5.470750793,0.378283862,7.481880188
rospy.Time[1638475951344846773], None, None, None, None, None, None, None,-0.026631611,-0.003861584,-0.005060006,-5.889736084,0.610521423,7.376535315
rospy.Time[1638475951366626104], None, None, None, None, None, None, None,-0.02530003,-0.016112125,-0.009454222,-6.394912634,0.050278235,6.897694983
rospy.Time[1638475951367763056], None, None, None, None, None, None, None,-0.027963191,-0.044341632,-0.006391587,-6.145915662,-0.442927307,7.256825232
rospy.Time[1638475951367817264], None, None, None, None, None, None, None,-0.007723167,-0.031425301,0.004527374,-5.69580575,-0.287304199,7.362170105
rospy.Time[1638475951376992263], None, None, None, None, None, None, None,-0.006924219,-0.011185277,0.008788432,-5.669469531,0.208295544,7.335833887
rospy.Time[1638475951381912497], None, None, None, None, None, None, None,-0.019707392,-0.008788432,-0.002263687,-5.973533142,0.368707056,7.201758594
rospy.Time[1638475951410406476], None, None, None, None, None, None, None,-0.01984055,-0.012516857,-0.001597897,-6.521805322,0.193930334,6.969521033
rospy.Time[1638475951410416508], None, None, None, None, None, None, None,-0.018908444,-0.040613207,0.001198422,-6.107608435,-0.079008655,7.122749939
rospy.Time[1638475951412271427], None, None, None, None, None, None, None,-0.016378441,-0.03834952,0.003195793,-5.571307263,-0.083797058,7.656656909
rospy.Time[1638475951418956507], None, None, None, None, None, None, None,-0.01571265,-0.003462109,-0.002130529,-5.707776758,-0.004788403,7.388506323
rospy.Time[1638475951427629621], None, None, None, None, None, None, None,-0.012783173,-0.009187906,0.001464739,-6.14352146,-0.098162268,7.074865906
rospy.Time[1638475951467652406],-65.07666007,44.95505432,8.602,0.000256,0.000256,0.004096,2, None, None, None, None, None, None
rospy.Time[1638475951473599247], None, None, None, None, None, None, None,-0.005326322,-0.014247912,0.008522115,-6.497863306,-0.093373865,6.964732629
rospy.Time[1638475951475025088], None, None, None, None, None, None, None,-0.006524745,-0.039414784,0.012516857,-6.174646082,0.277727393,7.084442712
rospy.Time[1638475951480707515], None, None, None, None, None, None, None,-0.020240024,-0.040346891,0.001198422,-5.35104071,0.502782349,7.546523633
rospy.Time[1638475951480737202], None, None, None, None, None, None, None,-0.02942793,0.007057377,-0.008122641,-5.403713147,0.169988318,7.570465649
rospy.Time[1638475951480784761], None, None, None, None, None, None, None,-0.031158985,0.005060006,-0.007456851,-6.335057593,-0.452504114,7.113173132
rospy.Time[1638475951536394319], None, None, None, None, None, None, None,-0.006125271,-0.02530003,0.006924219,-6.514622717,-0.615309827,6.7779849
rospy.Time[1638475951536528848], None, None, None, None, None, None, None,0.008122641,-0.041278997,0.019973708,-6.212953308,0.074220251,7.187393384
rospy.Time[1638475951536538152], None, None, None, None, None, None, None,-0.007989483,-0.026764769,0.010652644,-5.334281299,0.857124194,7.508216406
rospy.Time[1638475951536544854], None, None, None, None, None, None, None,-0.033822146,-0.010519486,-0.014114754,-5.267243652,0.727837305,7.608772876
rospy.Time[1638475951536551854], None, None, None, None, None, None, None,-0.044607948,0.014114754,-0.021438447,-6.284779358,-0.402225879,7.163451367
rospy.Time[1638475951572450024], None, None, None, None, None, None, None,-0.017976337,-0.015845808,0.0041279,-6.797138513,-1.058237134,6.612784985
rospy.Time[1638475951572500301], None, None, None, None, None, None, None,0.01850897,-0.039281626,0.028895298,-6.256048938,-0.347159241,7.084442712
rospy.Time[1638475951632393444], None, None, None, None, None, None, None,0.009720538,-0.035686359,0.022770027,-5.42286676,1.043871924,7.685387329
rospy.Time[1638475951632408185], None, None, None, None, None, None, None,-0.028229508,-0.012783173,-0.012117383,-5.068524915,1.288080493,7.551312036
rospy.Time[1638475951632454199], None, None, None, None, None, None, None,-0.057257963,0.017443705,-0.027830033,-6.069301208,-0.067037646,7.366958508
rospy.Time[1638475951632465449], None, None, None, None, None, None, None,-0.035686359,-0.001331581,-0.012250541,-6.883329773,-1.460463013,6.600813977
rospy.Time[1638475951632523898], None, None, None, None, None, None, None,0.018375812,-0.03355583,0.025033714,-6.461950281,-1.098938562,6.794744312
rospy.Time[1638475951632586161], None, None, None, None, None, None, None,0.028628982,-0.04993427,0.036485307,-5.559336255,0.703895288,7.613561279
rospy.Time[1638475951632602370], None, None, None, None, None, None, None,-0.0041279,-0.020905815,0.006524745,-5.090072729,1.776497632,7.747636572
rospy.Time[1638475951635782122], None, None, None, None, None, None, None,-0.061119547,0.013582122,-0.02876214,-5.758054993,0.746990918,7.321468677
rospy.Time[1638475951636953477], None, None, None, None, None, None, None,-0.056991647,0.009187906,-0.027563717,-6.82108053,-1.19710083,6.837839941
rospy.Time[1638475951663512150],-65.0766601,44.95505433,8.6,0.000256,0.000256,0.004096,2, None, None, None, None, None, None
rospy.Time[1638475951682380756], None, None, None, None, None, None, None,-0.00479369,-0.035819517,0.010386328,-6.66306322,-1.726219397,6.730100867
rospy.Time[1638475951688438939], None, None, None, None, None, None, None,0.038216362,-0.049801112,0.039281626,-5.693411548,-0.05746084,7.508216406
rospy.Time[1638475951688510452], None, None, None, None, None, None, None,0.012383699,-0.018775286,0.022104237,-5.226542224,1.70227738,7.642291699
rospy.Time[1638475951688518678], None, None, None, None, None, None, None,-0.039281626,0.005060006,-0.016911073,-5.63834491,1.486799231,7.422025146
rospy.Time[1638475951688611347], None, None, None, None, None, None, None,-0.061785337,0.005858954,-0.037284255,-6.459556079,-0.44771571,6.933608008
rospy.Time[1638475951733250229], None, None, None, None, None, None, None,-0.02942793,-0.025433188,-0.003328951,-6.639121204,-1.685517969,6.986280444
rospy.Time[1638475951736763431], None, None, None, None, None, None, None,0.022903185,-0.044874264,0.028628982,-5.856217261,-0.727837305,7.321468677
rospy.Time[1638475951740575429], None, None, None, None, None, None, None,0.029294772,-0.017310547,0.027963191,-5.413289954,1.09654436,7.551312036
rospy.Time[1638475951740689611], None, None, None, None, None, None, None,-0.014780544,-0.003462109,-0.002530003,-5.676652136,1.510741248,7.388506323
rospy.Time[1638475951740698519], None, None, None, None, None, None, None,-0.053130064,-0.000932106,-0.02809635,-6.203376501,0.119710083,7.062894897
rospy.Time[1638475951791125555], None, None, None, None, None, None, None,-0.037417413,-0.011052119,-0.010652644,-6.459556079,-1.228225452,6.945579016
rospy.Time[1638475951791141674], None, None, None, None, None, None, None,0.000532632,-0.040213732,0.012783173,-6.088454822,-0.981622681,7.275978845
rospy.Time[1638475951844606922], None, None, None, None, None, None, None,0.019441076,-0.025965821,0.026897927,-5.559336255,0.553060583,7.364564307
rospy.Time[1638475951844633525], None, None, None, None, None, None, None,-0.010386328,-0.01025317,0.003328951,-5.724536169,1.252167468,7.534552625
rospy.Time[1638475951844643140], None, None, None, None, None, None, None,-0.035686359,-0.01438107,-0.016777915,-6.04296499,0.517147559,7.125144141
rospy.Time[1638475951844698310], None, None, None, None, None, None, None,-0.051931641,-0.022636869,-0.016777915,-6.315903979,-0.675164868,7.043741284
rospy.Time[1638475951844756564], None, None, None, None, None, None, None,-0.008388957,-0.020106866,0.008388957,-6.059724402,-0.933738647,7.18260498
rospy.Time[1638475951844763973], None, None, None, None, None, None, None,0.009986854,-0.023036343,0.020905815,-5.698199951,-0.07182605,7.366958508
rospy.Time[1638475951844870239], None, None, None, None, None, None, None,0.003861584,-0.003994742,0.012383699,-5.805939026,0.694318481,7.376535315
rospy.Time[1638475951844880655], None, None, None, None, None, None, None,-0.016378441,-0.013981596,-0.006524745,-6.21534751,0.708683691,7.000645654
rospy.Time[1638475951857118840],-65.07666004,44.95505429,8.606,0.000256,0.000256,0.004096,2, None, None, None, None, None, None
rospy.Time[1638475951880749956], None, None, None, None, None, None, None,-0.032890039,-0.022237395,-0.007856325,-6.131550452,0.079008655,7.113173132
rospy.Time[1638475951880759531], None, None, None, None, None, None, None,-0.027164243,-0.026764769,-0.005060006,-5.899312891,-0.399831677,7.381323718
rospy.Time[1638475951894882677], None, None, None, None, None, None, None,-0.01091896,-0.023036343,0.006924219,-5.592855078,-0.311246216,7.402871533
rospy.Time[1638475951894896119], None, None, None, None, None, None, None,0.001198422,0.0041279,0.012516857,-5.978321545,0.126892688,7.32625708
rospy.Time[1638475951927600993], None, None, None, None, None, None, None,-0.012117383,-0.018642128,0.003062635,-6.459556079,0.313640417,6.904877588
rospy.Time[1638475951927611381], None, None, None, None, None, None, None,-0.016245283,-0.03422162,0.004394216,-6.145915662,0.239420166,7.149086157
rospy.Time[1638475951929563004], None, None, None, None, None, None, None,-0.019707392,-0.031957933,0.000399474,-5.463568188,0.117315881,7.491456995
rospy.Time[1638475951929580798], None, None, None, None, None, None, None,-0.02330266,-0.004394216,-0.001464739,-5.655104321,-0.079008655,7.407659937
rospy.Time[1638475951929678751], None, None, None, None, None, None, None,-0.01504686,0.005060006,-0.002663161,-6.17225188,-0.189141931,7.105990527
rospy.Time[1638475951969509331], None, None, None, None, None, None, None,-0.006924219,-0.021038973,0.002796319,-6.545747339,-0.222660754,7.010222461
rospy.Time[1638475951969614660], None, None, None, None, None, None, None,-0.008522115,-0.045939529,0.011052119,-6.08606062,0.08619126,7.117961536
rospy.Time[1638475951973581687], None, None, None, None, None, None, None,-0.014114754,-0.033289514,0.003728426,-5.386953735,0.464475122,7.630320691
rospy.Time[1638475951979151706], None, None, None, None, None, None, None,-0.023702134,0.004926848,-0.001731055,-5.513846423,0.371101257,7.374141113
rospy.Time[1638475951982800334], None, None, None, None, None, None, None,-0.032890039,0.004394216,-0.012783173,-6.325480786,-0.311246216,7.084442712
rospy.Time[1638475951988810529], None, None, None, None, None, None, None,-0.008122641,-0.021971079,0.004261058,-6.471527087,-0.689530078,6.945579016
rospy.Time[1638475952037051006], None, None, None, None, None, None, None,0.003195793,-0.043010052,0.015180018,-6.246472131,-0.15801731,7.134720947
rospy.Time[1638475952037098806], None, None, None, None, None, None, None,0.002263687,-0.042876894,0.011318435,-5.456385583,0.790086548,7.505822205
rospy.Time[1638475952044372374], None, None, None, None, None, None, None,-0.024234766,-0.005858954,-0.005725796,-5.363011719,0.912190833,7.570465649
rospy.Time[1638475952044389110], None, None, None, None, None, None, None,-0.048336374,0.016644757,-0.020106866,-6.117185242,-0.102950671,7.149086157
rospy.Time[1638475952060788468],-65.07666004,44.95505429,8.608,0.000256,0.000256,0.004096,2, None, None, None, None, None, None
rospy.Time[1638475952091617524], None, None, None, None, None, None, None,-0.025566346,-0.006791061,0.002663161,-6.584054565,-0.967257471,6.739677673
rospy.Time[1638475952091674395], None, None, None, None, None, None, None,0.015313176,-0.025832663,0.020905815,-6.327874988,-0.593762012,7.003039856
rospy.Time[1638475952127451439], None, None, None, None, None, None, None,0.011584751,-0.0396811,0.024101608,-5.714959363,0.754173523,7.443572961
rospy.Time[1638475952127476011], None, None, None, None, None, None, None,-0.020905815,-0.021971079,0.002396845,-5.082890125,1.300051501,7.606378674
rospy.Time[1638475952127484440], None, None, None, None, None, None, None,-0.048869006,0.01917476,-0.021837921,-5.928043311,0.323217224,7.467514978
rospy.Time[1638475952127491886], None, None, None, None, None, None, None,-0.037017939,-0.006524745,-0.013448964,-6.682216833,-1.003170496,6.713341455
rospy.Time[1638475952127498654], None, None, None, None, None, None, None,0.000798948,-0.037816887,0.016378441,-6.478709692,-1.074996545,6.883329773
rospy.Time[1638475952127507043], None, None, None, None, None, None, None,0.021438447,-0.045406897,0.031957933,-5.669469531,0.256179578,7.51300481
rospy.Time[1638475952137844801], None, None, None, None, None, None, None,-0.004261058,-0.024501082,0.00892159,-5.164292981,1.256955872,7.642291699
rospy.Time[1638475952137891897], None, None, None, None, None, None, None,-0.035553201,0.013182647,-0.014647386,-5.726930371,0.79248075,7.395688928
rospy.Time[1638475952177561757], None, None, None, None, None, None, None,-0.049801112,0.008255799,-0.020240024,-6.7779849,-0.73501991,6.813897925
rospy.Time[1638475952177574217], None, None, None, None, None, None, None,-0.008388957,-0.020639498,0.006924219,-6.540958936,-1.328781921,6.82108053
rospy.Time[1638475952178093942], None, None, None, None, None, None, None,0.022636869,-0.039414784,0.028362666,-5.650315918,-0.1436521,7.4986396
rospy.Time[1638475952178108809], None, None, None, None, None, None, None,0.008655274,-0.019041602,0.01504686,-5.284003064,1.25456167,7.510610608
