Time,GPS_Long,GPS_Lat,GPS_Alt,SDn,SDe,SDu,GPS_Status,IMU_AngVelX,IMU_AngVelY,IMU_AngVelZ,IMU_LinearAccX,IMU_LinearAccY,IMU_LinearAccZ
rospy.Time[1638475953236750697], None, None, None, None, None, None, None,-0.04514058,-0.003062635,-0.01917476,-6.320692383,-0.232237561,6.979097839
rospy.Time[1638475953264338483],-65.07666008,44.95505432,8.602,0.000256,0.000256,0.004096,2, None, None, None, None, None, None
rospy.Time[1638475953275657987], None, None, None, None, None, None, None,-0.027963191,-0.018109495,-0.006391587,-6.426037256,-1.118092175,7.007828259
rospy.Time[1638475953288851272], None, None, None, None, None, None, None,0.00958738,-0.03901531,0.023036343,-5.882553479,-0.478840332,7.208941199
rospy.Time[1638475953289252519], None, None, None, None, None, None, None,0.011851067,-0.024900556,0.015446334,-5.456385583,0.797269153,7.42681355
rospy.Time[1638475953289623524], None, None, None, None, None, None, None,-0.019973708,-0.006258429,-0.002263687,-5.825092639,1.077390747,7.436390356
rospy.Time[1638475953330805873], None, None, None, None, None, None, None,-0.043942158,-0.008655274,-0.020240024,-6.198588098,0.146046301,6.957550024
rospy.Time[1638475953330825355], None, None, None, None, None, None, None,-0.033289514,-0.018642128,-0.005193164,-6.358999609,-0.854729993,6.986280444
rospy.Time[1638475953334642220], None, None, None, None, None, None, None,-0.004660532,-0.034621094,0.009321064,-6.04296499,-0.608127222,7.213729602
rospy.Time[1638475953334683666], None, None, None, None, None, None, None,0.004527374,-0.031425301,0.016112125,-5.635950708,0.299275208,7.46990918
rospy.Time[1638475953334699460], None, None, None, None, None, None, None,-0.015845808,-0.009054748,0.000266316,-5.734112976,0.667982263,7.491456995
rospy.Time[1638475953336882570], None, None, None, None, None, None, None,-0.030493194,-0.008788432,-0.012650015,-6.179434485,0.184353528,7.003039856
rospy.Time[1638475953382273630], None, None, None, None, None, None, None,-0.028895298,-0.023169501,-0.007456851,-6.30153877,-0.373495459,7.012616663
rospy.Time[1638475953384566332], None, None, None, None, None, None, None,-0.009321064,-0.028229508,0.006657903,-5.892130286,-0.397437476,7.292738257
rospy.Time[1638475953384588869], None, None, None, None, None, None, None,-0.005592638,-0.021837921,0.013182647,-5.60961449,0.162805713,7.445967163
rospy.Time[1638475953385140110], None, None, None, None, None, None, None,-0.007323693,0.000399474,0.004394216,-5.779602808,0.500388147,7.378929517
rospy.Time[1638475953393137181], None, None, None, None, None, None, None,-0.020905815,-0.002929477,-0.001331581,-6.452373474,0.234631763,6.916848596
rospy.Time[1638475953436280543], None, None, None, None, None, None, None,-0.025832663,-0.038083204,-0.002130529,-6.337451794,-0.225054956,7.113173132
rospy.Time[1638475953438894753], None, None, None, None, None, None, None,-0.015978967,-0.032890039,0.005060006,-5.597643481,-0.220266553,7.496245398
rospy.Time[1638475953438911676], None, None, None, None, None, None, None,-0.014647386,-0.01025317,0.004261058,-5.485116003,-0.124498486,7.422025146
rospy.Time[1638475953439681864], None, None, None, None, None, None, None,-0.011584751,0.003595267,0.004261058,-6.04296499,0.05746084,7.194575989
rospy.Time[1638475953439696468], None, None, None, None, None, None, None,-0.008255799,-0.017177389,-0.000266316,-6.579266162,0.01436521,6.84981095
rospy.Time[1638475953459077460],-65.07666011,44.95505435,8.596,0.000256,0.000256,0.004096,2, None, None, None, None, None, None
rospy.Time[1638475953487514078], None, None, None, None, None, None, None,-0.006391587,-0.040480049,0.007856325,-6.153098267,0.064643445,7.103596326
rospy.Time[1638475953489066057], None, None, None, None, None, None, None,-0.012783173,-0.031957933,0.008522115,-5.427655164,0.428562097,7.568071448
rospy.Time[1638475953489094720], None, None, None, None, None, None, None,-0.029960562,-0.000532632,-0.007590009,-5.533000037,0.426167896,7.46990918
rospy.Time[1638475953489104950], None, None, None, None, None, None, None,-0.031425301,0.001065264,-0.010386328,-6.169857678,-0.201112939,7.290344055
rospy.Time[1638475953539085827], None, None, None, None, None, None, None,-0.017443705,-0.018109495,0.002929477,-6.469132886,-0.62009823,6.909665991
rospy.Time[1638475953539170042], None, None, None, None, None, None, None,0.007190535,-0.034754252,0.01371528,-6.234501123,-0.208295544,7.031770276
rospy.Time[1638475953577218556], None, None, None, None, None, None, None,-0.00479369,-0.03488741,0.011984225,-5.578489868,0.636857642,7.359775903
rospy.Time[1638475953577396746], None, None, None, None, None, None, None,-0.031425301,-0.008255799,-0.006391587,-5.346252307,0.742202515,7.594407666
rospy.Time[1638475953577406205], None, None, None, None, None, None, None,-0.046339003,0.009054748,-0.023036343,-6.01423457,-0.112527478,7.443572961
rospy.Time[1638475953577413160], None, None, None, None, None, None, None,-0.01438107,-0.005725796,-0.000399474,-6.655880615,-0.888248816,6.698976245
rospy.Time[1638475953577420693], None, None, None, None, None, None, None,0.013981596,-0.045540055,0.021971079,-6.449979272,-0.450109912,6.883329773
rospy.Time[1638475953577506699], None, None, None, None, None, None, None,0.007456851,-0.049002164,0.023835292,-5.628768103,0.775721338,7.517793213
rospy.Time[1638475953577565884], None, None, None, None, None, None, None,-0.023435818,-0.013848438,-0.003595267,-4.972756848,1.142034192,7.843404639
rospy.Time[1638475953579703062], None, None, None, None, None, None, None,-0.045007422,0.034621094,-0.018642128,-5.760449194,0.15801731,7.460332373
rospy.Time[1638475953587076541], None, None, None, None, None, None, None,-0.033688988,0.000532632,-0.011717909,-7.005434058,-1.12527478,6.641515405
rospy.Time[1638475953627019355], None, None, None, None, None, None, None,0.011318435,-0.047537425,0.02050634,-6.607996582,-1.132457385,6.852205151
rospy.Time[1638475953627028076], None, None, None, None, None, None, None,0.023568976,-0.051931641,0.029694246,-5.475539197,0.395043274,7.606378674
rospy.Time[1638475953628580095], None, None, None, None, None, None, None,-0.004926848,-0.004926848,0.00892159,-5.058948108,1.587355701,7.692569934
rospy.Time[1638475953628790902], None, None, None, None, None, None, None,-0.046472161,0.016911073,-0.022770027,-5.779602808,0.974440076,7.357381702
rospy.Time[1638475953636726851], None, None, None, None, None, None, None,-0.053929012,0.000932106,-0.020905815,-6.785167505,-0.77811554,6.919242798
rospy.Time[1638475953676734234], None, None, None, None, None, None, None,-0.010519486,-0.046072687,0.006258429,-6.531382129,-1.561019482,6.856993555
rospy.Time[1638475953676777409], None, None, None, None, None, None, None,0.029960562,-0.039414784,0.034621094,-5.576095667,-0.265756384,7.307103467
rospy.Time[1638475953680545213],-65.0766601,44.95505431,8.602,0.000256,0.000256,0.004096,2, None, None, None, None, None, None
rospy.Time[1638475953682773240], None, None, None, None, None, None, None,0.009720538,-0.012250541,0.02050634,-5.418078357,1.441309399,7.666233716
rospy.Time[1638475953682824893], None, None, None, None, None, None, None,-0.042477419,-0.002396845,-0.015978967,-5.741295581,1.367089148,7.376535315
rospy.Time[1638475953686827249], None, None, None, None, None, None, None,-0.059654808,-0.001065264,-0.028895298,-6.248866333,-0.239420166,7.120355737
rospy.Time[1638475953721451247], None, None, None, None, None, None, None,-0.02530003,-0.014514228,-0.000798948,-6.514622717,-1.395819568,6.964732629
rospy.Time[1638475953721475505], None, None, None, None, None, None, None,0.01917476,-0.031691617,0.022770027,-6.054935999,-0.739808313,7.022193469
rospy.Time[1638475953721481952], None, None, None, None, None, None, None,0.016511599,-0.033955304,0.023702134,-5.482721802,0.751779321,7.606378674
rospy.Time[1638475953728623814], None, None, None, None, None, None, None,-0.022503711,-0.005592638,-0.006391587,-5.621585498,1.292868896,7.632714893
rospy.Time[1638475953736671615], None, None, None, None, None, None, None,-0.047404267,-0.002130529,-0.019441076,-6.054935999,0.292092603,6.856993555
rospy.Time[1638475953773747363], None, None, None, None, None, None, None,-0.037550571,-0.023169501,-0.009853696,-6.555324146,-0.859518396,7.098807922
rospy.Time[1638475953775198391], None, None, None, None, None, None, None,-0.001198422,-0.027563717,0.01371528,-6.066907007,-0.751779321,7.089231116
rospy.Time[1638475953775214024], None, None, None, None, None, None, None,0.012783173,-0.025965821,0.021038973,-5.497087012,0.186747729,7.508216406
rospy.Time[1638475953785540640], None, None, None, None, None, None, None,-0.005725796,0.010120012,0.00479369,-5.69580575,0.897825623,7.532158423
rospy.Time[1638475953788592163], None, None, None, None, None, None, None,-0.033688988,-0.007590009,-0.008122641,-6.358999609,0.407014282,6.964732629
rospy.Time[1638475953819987196], None, None, None, None, None, None, None,-0.031558459,-0.030226878,-0.008522115,-6.198588098,-0.380678064,7.060500696
rospy.Time[1638475953820511809], None, None, None, None, None, None, None,-0.011185277,-0.022104237,0.005193164,-5.851428857,-0.536301172,7.347804895
rospy.Time[1638475953822641328], None, None, None, None, None, None, None,-0.003328951,-0.014114754,0.014647386,-5.56651886,0.08619126,7.287949854
rospy.Time[1638475953828556031], None, None, None, None, None, None, None,-0.010120012,-0.003861584,0.004926848,-5.868188269,0.521935962,7.314286072
rospy.Time[1638475953836606542], None, None, None, None, None, None, None,-0.026232137,-0.019441076,-0.001597897,-6.447585071,0.316034619,7.031770276
rospy.Time[1638475953864298546],-65.07666005,44.95505433,8.603,0.000256,0.000256,0.004096,2, None, None, None, None, None, None
rospy.Time[1638475953874624792], None, None, None, None, None, None, None,-0.027830033,-0.035686359,-0.002396845,-6.07169541,-0.124498486,7.125144141
rospy.Time[1638475953880894910], None, None, None, None, None, None, None,-0.01984055,-0.023169501,0.003861584,-5.55215365,-0.198718738,7.347804895
rospy.Time[1638475953881208710], None, None, None, None, None, None, None,-0.012516857,-0.006391587,0.002796319,-5.858611462,-0.05746084,7.517793213
rospy.Time[1638475953881234875], None, None, None, None, None, None, None,-0.011185277,0.001331581,0.004394216,-5.940014319,-0.004788403,7.180210779
rospy.Time[1638475953920251254], None, None, None, None, None, None, None,-0.012783173,-0.009321064,0.005992112,-6.445190869,-0.196324536,7.156268762
rospy.Time[1638475953920272356], None, None, None, None, None, None, None,-0.006391587,-0.033955304,0.007323693,-6.162675073,-0.095768066,7.022193469
rospy.Time[1638475953933353672], None, None, None, None, None, None, None,-0.012783173,-0.037683729,0.005193164,-5.647921716,0.232237561,7.381323718
rospy.Time[1638475953933691714], None, None, None, None, None, None, None,-0.016378441,-0.017443705,0.00066579,-5.453991382,0.328005627,7.558494641
rospy.Time[1638475953934252879], None, None, None, None, None, None, None,-0.021571605,-0.006125271,-0.003328951,-5.808333228,0.035913025,7.536946826
rospy.Time[1638475953937804486], None, None, None, None, None, None, None,-0.01438107,-0.013448964,-0.002663161,-6.198588098,-0.430956299,6.986280444
rospy.Time[1638475953977632090], None, None, None, None, None, None, None,0.003861584,-0.032357407,0.012516857,-6.414066248,-0.526724365,7.309497668
rospy.Time[1638475953977955640], None, None, None, None, None, None, None,0.006125271,-0.038882152,0.01917476,-5.415684155,0.17238252,7.366958508
rospy.Time[1638475953978306922], None, None, None, None, None, None, None,-0.003994742,-0.01850897,0.009853696,-5.06134231,0.536301172,7.869740857
rospy.Time[1638475953979105020], None, None, None, None, None, None, None,-0.016511599,0.001864213,0.002130529,-5.796362219,0.347159241,7.431601953
rospy.Time[1638475953986658343], None, None, None, None, None, None, None,-0.010120012,-0.012916331,0.006524745,-6.251260535,-0.131681091,7.204152795
rospy.Time[1638475954026672654], None, None, None, None, None, None, None,-0.008522115,-0.043276368,0.011318435,-6.052541797,-0.184353528,7.228094812
rospy.Time[1638475954026704938], None, None, None, None, None, None, None,-0.000532632,-0.054994277,0.016777915,-5.3366755,0.325611426,7.718906152
rospy.Time[1638475954031065646], None, None, None, None, None, None, None,-0.007456851,-0.023036343,0.009321064,-4.900930798,0.816422766,7.785943799
rospy.Time[1638475954031142851], None, None, None, None, None, None, None,-0.023835292,0.003728426,-0.000932106,-5.719747766,0.495599744,7.390900525
rospy.Time[1638475954036850007], None, None, None, None, None, None, None,-0.024367924,-0.015313176,-0.001065264,-6.356605408,-0.174776721,6.979097839
rospy.Time[1638475954061629711],-65.07666008,44.95505432,8.611,0.000256,0.000256,0.004096,2, None, None, None, None, None, None
rospy.Time[1638475954070147357], None, None, None, None, None, None, None,-0.001731055,-0.035952675,0.021038973,-5.861005664,-0.272938989,7.060500696
rospy.Time[1638475954071703956], None, None, None, None, None, None, None,0.005992112,-0.036618465,0.025566346,-5.363011719,0.514753357,7.740453967
rospy.Time[1638475954071732483], None, None, None, None, None, None, None,-0.006391587,-0.018642128,0.014114754,-4.934449622,1.146822595,7.632714893
rospy.Time[1638475954076471529], None, None, None, None, None, None, None,-0.025965821,0.008788432,0,-5.585672473,0.840364783,7.570465649
rospy.Time[1638475954092727175], None, None, None, None, None, None, None,-0.036751623,-0.012250541,-0.005326322,-6.133944653,-0.052672437,7.137115149
rospy.Time[1638475954121458624], None, None, None, None, None, None, None,-0.022503711,-0.053929012,0.012783173,-5.822698438,-0.337582434,7.445967163
rospy.Time[1638475954121632851], None, None, None, None, None, None, None,-0.001864213,-0.028628982,0.020905815,-4.944026428,0.517147559,7.647080103
rospy.Time[1638475954121723861], None, None, None, None, None, None, None,-0.022104237,-0.013049489,0.009321064,-5.200206006,1.130063184,7.733271362
rospy.Time[1638475954126529175], None, None, None, None, None, None, None,-0.043809,-0.001065264,-0.004660532,-5.525817432,0.727837305,7.335833887
rospy.Time[1638475954136969325], None, None, None, None, None, None, None,-0.045406897,-0.012650015,-0.010785802,-6.064512805,-0.332794031,7.31189187
rospy.Time[1638475954174465050], None, None, None, None, None, None, None,-0.020373182,-0.036485307,0.007190535,-5.889736084,-0.627280835,7.285555652
rospy.Time[1638475954174549023], None, None, None, None, None, None, None,-0.001864213,-0.032224249,0.02463424,-5.37977113,0.193930334,7.785943799
rospy.Time[1638475954174558832], None, None, None, None, None, None, None,-0.011851067,-0.019041602,0.013848438,-5.008669873,1.079784949,7.544129431
rospy.Time[1638475954176891454], None, None, None, None, None, None, None,-0.042477419,0.002530003,-0.004261058,-5.573701465,0.73501991,7.714117749
rospy.Time[1638475954186899294], None, None, None, None, None, None, None,-0.048070058,-0.002396845,-0.007723167,-5.820304236,-0.411802686,7.465120776
rospy.Time[1638475954219103098], None, None, None, None, None, None, None,-0.03488741,-0.035819517,0.003861584,-6.019022974,-1.003170496,7.419630945
rospy.Time[1638475954220239094], None, None, None, None, None, None, None,0.000932106,-0.043010052,0.027830033,-5.528211633,-0.260967981,7.678204724
rospy.Time[1638475954220272656], None, None, None, None, None, None, None,-0.000532632,-0.022636869,0.025033714,-5.102043738,0.816422766,7.972691528
rospy.Time[1638475954230342080], None, None, None, None, None, None, None,-0.026764769,0.001065264,0.001331581,-5.413289954,0.864306799,7.721300354
rospy.Time[1638475954259957842],-65.07666009,44.95505423,8.599,0.000256,0.000256,0.004096,2, None, None, None, None, None, None
rospy.Time[1638475954276802120], None, None, None, None, None, None, None,-0.042743735,-0.013448964,-0.007590009,-5.870582471,-0.076614453,7.438784558
rospy.Time[1638475954276810225], None, None, None, None, None, None, None,-0.033289514,-0.026365295,0.002396845,-6.023811377,-0.737414111,7.266402039
rospy.Time[1638475954279046468], None, None, None, None, None, None, None,-0.005858954,-0.035952675,0.025566346,-5.640739111,-0.426167896,7.544129431
rospy.Time[1638475954279532161], None, None, None, None, None, None, None,0.00479369,-0.027430559,0.029827404,-5.00388147,0.526724365,7.52737002
rospy.Time[1638475954280937206], None, None, None, None, None, None, None,-0.008522115,-0.005592638,0.021172131,-5.585672473,1.077390747,7.678204724
rospy.Time[1638475954314154525], None, None, None, None, None, None, None,-0.034754252,-0.017443705,0.002663161,-5.975927344,0.622492432,7.242460022
rospy.Time[1638475954314184712], None, None, None, None, None, None, None,-0.042077945,-0.027297401,-0.000399474,-5.789179614,-0.371101257,7.505822205
rospy.Time[1638475954314194244], None, None, None, None, None, None, None,-0.025433188,-0.040080574,0.011717909,-5.303156677,-0.632069238,7.682993127
rospy.Time[1638475954322512406], None, None, None, None, None, None, None,-0.00479369,-0.022770027,0.022503711,-5.269637854,-0.031124622,7.647080103
rospy.Time[1638475954326610311], None, None, None, None, None, None, None,-0.005992112,-0.009187906,0.02876214,-5.731718774,0.646434448,7.467514978
rospy.Time[1638475954337583291], None, None, None, None, None, None, None,-0.018109495,-0.020240024,0.021038973,-6.023811377,0.758961926,7.307103467
rospy.Time[1638475954367459367], None, None, None, None, None, None, None,-0.037683729,-0.039814258,0.011984225,-5.475539197,0.399831677,7.362170105
rospy.Time[1638475954374340517], None, None, None, None, None, None, None,-0.035020568,-0.023568976,0.009187906,-5.193023401,0.102950671,7.970297327
rospy.Time[1638475954374353326], None, None, None, None, None, None, None,-0.025166872,-0.00066579,0.016378441,-5.406107349,0.050278235,7.558494641
rospy.Time[1638475954376745750], None, None, None, None, None, None, None,-0.032890039,-0.018642128,0.010386328,-5.925649109,0.01436521,7.395688928
rospy.Time[1638475954422840298], None, None, None, None, None, None, None,-0.016378441,-0.022636869,0.021971079,-6.081272217,0.093373865,7.201758594
rospy.Time[1638475954422861067], None, None, None, None, None, None, None,-0.018642128,-0.050067428,0.025566346,-5.68144054,0.316034619,7.376535315
rospy.Time[1638475954423266913], None, None, None, None, None, None, None,-0.033422672,-0.031691617,0.020240024,-5.070919116,0.63446344,7.747636572
rospy.Time[1638475954423280412], None, None, None, None, None, None, None,-0.037816887,-0.002929477,0.013981596,-5.291185669,0.51954176,7.706935144
rospy.Time[1638475954426641291], None, None, None, None, None, None, None,-0.04514058,-0.01025317,0.00545948,-5.892130286,0.019153613,7.302315063
rospy.Time[1638475954468913506],-65.07666031,44.95505393,8.61,0.000256,0.000256,0.004096,2, None, None, None, None, None, None
rospy.Time[1638475954480666819], None, None, None, None, None, None, None,-0.022636869,-0.019973708,0.019441076,-6.110002637,-0.323217224,7.259219434
rospy.Time[1638475954480683415], None, None, None, None, None, None, None,-0.009187906,-0.040080574,0.032756881,-5.832275244,0.088585461,7.424419348
rospy.Time[1638475954487856176], None, None, None, None, None, None, None,-0.018642128,-0.04514058,0.029161614,-5.00388147,0.859518396,7.884106067
rospy.Time[1638475954488043054], None, None, None, None, None, None, None,-0.039814258,-0.009054748,0.016245283,-4.900930798,0.864306799,7.776366992
rospy.Time[1638475954488051405], None, None, None, None, None, None, None,-0.0479369,0.014647386,0.007590009,-5.834669446,-0.021547815,7.419630945
rospy.Time[1638475954488057488], None, None, None, None, None, None, None,-0.036618465,-0.01504686,0.019973708,-6.15788667,-0.737414111,7.058106494
rospy.Time[1638475954533441305], None, None, None, None, None, None, None,-0.013448964,-0.038216362,0.030626353,-5.944802722,-0.481234534,7.328651282
rospy.Time[1638475954536759161], None, None, None, None, None, None, None,-0.001997371,-0.046072687,0.037550571,-5.233724829,0.608127222,7.809885815
rospy.Time[1638475954536774988], None, None, None, None, None, None, None,-0.02876214,-0.014913702,0.030226878,-4.891353992,1.280897888,7.757213379
rospy.Time[1638475954536784085], None, None, None, None, None, None, None,-0.053130064,-0.001331581,0.006657903,-5.772420203,0.572214197,7.584830859
rospy.Time[1638475954536868186], None, None, None, None, None, None, None,-0.05406217,-0.007989483,0.01091896,-6.136338855,-0.581791003,7.096413721
rospy.Time[1638475954572921988], None, None, None, None, None, None, None,-0.01984055,-0.034354778,0.029960562,-5.863399866,-0.761356128,7.376535315
rospy.Time[1638475954573162434], None, None, None, None, None, None, None,0.002929477,-0.034487936,0.043675842,-5.3366755,0.265756384,7.754819177
rospy.Time[1638475954573178910], None, None, None, None, None, None, None,-0.017443705,-0.020639498,0.032756881,-4.996698865,1.223437048,7.841010437
rospy.Time[1638475954577580393], None, None, None, None, None, None, None,-0.05273059,-0.003861584,0.011318435,-5.49469281,1.027112512,7.577648254
rospy.Time[1638475954623749239], None, None, None, None, None, None, None,-0.05273059,-0.013448964,0.009321064,-6.169857678,-0.11492168,7.244854224
rospy.Time[1638475954623766126], None, None, None, None, None, None, None,-0.033289514,-0.035553201,0.024501082,-5.822698438,-0.586579407,7.278373047
rospy.Time[1638475954624374425], None, None, None, None, None, None, None,-0.011318435,-0.037151097,0.037284255,-5.255272644,0.050278235,7.762001782
rospy.Time[1638475954624473153], None, None, None, None, None, None, None,-0.012650015,-0.016777915,0.031292143,-5.013458276,0.873883606,7.81706842
rospy.Time[1638475954626567688], None, None, None, None, None, None, None,-0.043542684,-0.005592638,0.016511599,-5.506663818,0.794874951,7.599196069
rospy.Time[1638475954667323275], None, None, None, None, None, None, None,-0.048735848,-0.008655274,0.013049489,-6.126762048,-0.023942017,7.062894897
rospy.Time[1638475954667356170], None, None, None, None, None, None, None,-0.031425301,-0.036618465,0.027430559,-6.002263562,-0.445321509,7.345410693
rospy.Time[1638475954670467445], None, None, None, None, None, None, None,-0.014514228,-0.034088462,0.038615836,-5.202600208,0.083797058,7.843404639
rospy.Time[1638475954672545524],-65.07666044,44.95505354,8.611,0.000256,0.000256,0.004096,2, None, None, None, None, None, None
rospy.Time[1638475954673986282], None, None, None, None, None, None, None,-0.019307918,-0.01571265,0.026764769,-5.063736511,0.821211169,7.805097412
rospy.Time[1638475954679828380], None, None, None, None, None, None, None,-0.038615836,0.000399474,0.018109495,-5.52342323,0.723048901,7.520187415
rospy.Time[1638475954722599139], None, None, None, None, None, None, None,-0.048336374,-0.008522115,0.017976337,-6.07169541,-0.102950671,7.273584644
rospy.Time[1638475954722626016], None, None, None, None, None, None, None,-0.036352149,-0.040080574,0.027830033,-5.937620117,-0.474051929,7.307103467
rospy.Time[1638475954725108384], None, None, None, None, None, None, None,-0.014780544,-0.040080574,0.044607948,-5.188234998,0.191536133,7.668627917
rospy.Time[1638475954726477972], None, None, None, None, None, None, None,-0.023702134,-0.013848438,0.03355583,-5.097255334,0.828393774,7.879317664
rospy.Time[1638475954727875430], None, None, None, None, None, None, None,-0.043542684,0.003195793,0.022903185,-5.485116003,0.656011255,7.563283044
rospy.Time[1638475954770692543], None, None, None, None, None, None, None,-0.052331115,-0.016378441,0.013981596,-5.95677373,-0.165199915,7.31189187
rospy.Time[1638475954770781045], None, None, None, None, None, None, None,-0.034754252,-0.041145839,0.029028456,-5.837063647,-0.457292517,7.407659937
rospy.Time[1638475954782048925], None, None, None, None, None, None, None,-0.015845808,-0.040213732,0.046472161,-5.178658191,0.141257898,7.778761194
rospy.Time[1638475954782199849], None, None, None, None, None, None, None,-0.023169501,-0.022237395,0.041545313,-5.068524915,0.878672009,7.90325968
rospy.Time[1638475954783092957], None, None, None, None, None, None, None,-0.044741106,-0.007057377,0.017310547,-5.415684155,0.629675037,7.594407666
rospy.Time[1638475954787087200], None, None, None, None, None, None, None,-0.055260593,-0.013848438,0.018109495,-5.884947681,-0.399831677,7.3549875
rospy.Time[1638475954829116256], None, None, None, None, None, None, None,-0.035153726,-0.033422672,0.028362666,-5.889736084,-0.799663354,7.39808313
rospy.Time[1638475954829136312], None, None, None, None, None, None, None,-0.010785802,-0.033156356,0.051132693,-5.274426257,-0.110133276,7.694964136
rospy.Time[1638475954829146548], None, None, None, None, None, None, None,-0.019041602,-0.030360036,0.047803742,-5.0469771,0.852335791,7.848193042
rospy.Time[1638475954830206644], None, None, None, None, None, None, None,-0.039947416,-0.013315805,0.029294772,-5.137956763,0.936132849,7.690175732
rospy.Time[1638475954836691292], None, None, None, None, None, None, None,-0.053263222,-0.007723167,0.023435818,-5.932831714,0.088585461,7.503428003
rospy.Time[1638475954868022462],-65.07666072,44.9550529,8.609,0.000256,0.000256,0.004096,2, None, None, None, None, None, None
rospy.Time[1638475954886668111], None, None, None, None, None, None, None,-0.045273739,-0.033023198,0.031158985,-5.724536169,-0.502782349,7.371746912
rospy.Time[1638475954896960873], None, None, None, None, None, None, None,-0.021038973,-0.031957933,0.047803742,-5.245695837,-0.160411511,7.872135059
rospy.Time[1638475954897159628], None, None, None, None, None, None, None,-0.025433188,-0.02876214,0.046339003,-5.058948108,0.588973608,7.905653882
rospy.Time[1638475954897176427], None, None, None, None, None, None, None,-0.0396811,-0.01371528,0.035020568,-5.140350964,0.806845959,7.666233716
rospy.Time[1638475954926597303], None, None, None, None, None, None, None,-0.043276368,-0.015845808,0.032357407,-5.767631799,0.325611426,7.556100439
rospy.Time[1638475954926624607], None, None, None, None, None, None, None,-0.036751623,-0.033688988,0.03834952,-5.468356592,-0.146046301,7.429207751
rospy.Time[1638475954934199289], None, None, None, None, None, None, None,-0.030892669,-0.034754252,0.044607948,-5.0469771,0.088585461,7.821856824
rospy.Time[1638475954934267034], None, None, None, None, None, None, None,-0.025566346,-0.024501082,0.039547942,-4.955997437,0.464475122,7.996633545
rospy.Time[1638475954934931836], None, None, None, None, None, None, None,-0.037284255,-0.011984225,0.037151097,-5.224148022,0.596156213,7.671022119
rospy.Time[1638475954966547241], None, None, None, None, None, None, None,-0.038615836,-0.021837921,0.034354778,-5.803544824,0.074220251,7.532158423
rospy.Time[1638475954966571530], None, None, None, None, None, None, None,-0.036352149,-0.052996906,0.043276368,-5.363011719,-0.02873042,7.536946826
rospy.Time[1638475954968640464], None, None, None, None, None, None, None,-0.028495824,-0.043942158,0.045673213,-4.809951135,0.385466467,8.192958081
rospy.Time[1638475954969500435], None, None, None, None, None, None, None,-0.038083204,-0.027031085,0.045406897,-4.604049792,0.627280835,8.078036401
rospy.Time[1638475954981889600], None, None, None, None, None, None, None,-0.044341632,-0.005060006,0.033955304,-5.181052393,0.320823022,8.080430603
rospy.Time[1638475955023560729], None, None, None, None, None, None, None,-0.037151097,-0.020905815,0.040480049,-5.482721802,-0.162805713,7.378929517
rospy.Time[1638475955024743170], None, None, None, None, None, None, None,-0.029694246,-0.051532167,0.049801112,-5.659892725,-0.184353528,7.898471277
rospy.Time[1638475955026630294], None, None, None, None, None, None, None,-0.013448964,-0.053529538,0.05752428,-4.620809204,0.670376465,7.881711865
rospy.Time[1638475955026672388], None, None, None, None, None, None, None,-0.030360036,-0.025699505,0.048735848,-4.649539624,0.964863269,8.530540515
rospy.Time[1638475955027035506], None, None, None, None, None, None, None,-0.052197957,-0.006657903,0.033955304,-4.776432312,0.727837305,7.776366992
rospy.Time[1638475955075483107], None, None, None, None, None, None, None,-0.053529538,-0.014514228,0.035286884,-5.777208606,-0.253785376,7.829039429
rospy.Time[1638475955075519882], None, None, None, None, None, None, None,-0.02809635,-0.044075316,0.058989018,-5.312733484,-0.287304199,7.570465649
rospy.Time[1638475955075528151], None, None, None, None, None, None, None,-0.01850897,-0.055393751,0.062717444,-4.613626599,0.438138904,8.317456567
rospy.Time[1638475955077057767],-65.07666116,44.95505205,8.604,0.000256,0.000256,0.004096,2, None, None, None, None, None, None
rospy.Time[1638475955081558182], None, None, None, None, None, None, None,-0.025699505,-0.027031085,0.056059541,-4.31195719,1.1540052,8.327033374
rospy.Time[1638475955081576752], None, None, None, None, None, None, None,-0.050466903,0.006657903,0.039547942,-4.857835168,0.861912598,7.965508923
rospy.Time[1638475955086609441], None, None, None, None, None, None, None,-0.050333745,-0.017177389,0.041145839,-5.530605835,-0.093373865,7.702146741
rospy.Time[1638475955127322321], None, None, None, None, None, None, None,-0.037816887,-0.05339638,0.053529538,-5.353434912,-0.244208569,7.747636572
rospy.Time[1638475955130162087], None, None, None, None, None, None, None,-0.015978967,-0.054461644,0.074035878,-4.505887524,0.529118567,8.135497241
rospy.Time[1638475955130247503], None, None, None, None, None, None, None,-0.031425301,-0.026098979,0.067511134,-4.25449635,1.32638772,8.444349255
rospy.Time[1638475955130352058], None, None, None, None, None, None, None,-0.057257963,-0.016511599,0.045406897,-4.721365674,1.077390747,8.123526233
rospy.Time[1638475955136956789], None, None, None, None, None, None, None,-0.059122176,-0.013582122,0.042344261,-5.264849451,0.076614453,7.589619263
rospy.Time[1638475955174903746], None, None, None, None, None, None, None,-0.03901531,-0.038748994,0.060054283,-5.386953735,-0.356736047,7.886500269
rospy.Time[1638475955178756710], None, None, None, None, None, None, None,-0.021305289,-0.057124805,0.074568511,-4.41251366,0.399831677,8.140285645
rospy.Time[1638475955179737132], None, None, None, None, None, None, None,-0.027563717,-0.026232137,0.070573769,-4.129997864,1.175553015,8.453926062
